clean_input,label,intent
do you have ethnic wear,3,category_inquiry
do you have kids sherwani,3,category_inquiry
party wear for men,3,category_inquiry
do you have kids palazzo,3,category_inquiry
list of categories,3,category_inquiry
do you have girls tshirt,3,category_inquiry
do you have white tshirt,3,category_inquiry
clothing for women,3,category_inquiry
do you have indian wear for men,3,category_inquiry
office wear for boys,3,category_inquiry
indian and western,3,category_inquiry
do you sell gents clothes,3,category_inquiry
both ethnic and western available,3,category_inquiry
do you have navy hoodie,3,category_inquiry
do you have western wear,3,category_inquiry
do you have bridal wear,3,category_inquiry
do you have casual wear,3,category_inquiry
do you have kids dhoti,3,category_inquiry
do you have girls kurta,3,category_inquiry
do you have black dhoti,3,category_inquiry
any women kurti,3,category_inquiry
any silk western wear,3,category_inquiry
is casual wear available,3,category_inquiry
is kurti available for gents,3,category_inquiry
do you have girls section,3,category_inquiry
any chiffon kurta,3,category_inquiry
what ladies clothing do you have,3,category_inquiry
do you have beige kurta,3,category_inquiry
festive wear for boys,3,category_inquiry
formal wear for kids,3,category_inquiry
i need western wear for boys,3,category_inquiry
any office dress,3,category_inquiry
both indian and casual available,3,category_inquiry
do you have ethnic wear for men,3,category_inquiry
is there a women section,3,category_inquiry
do you have kids shirt,3,category_inquiry
do you carry shirt,3,category_inquiry
do you have blue sherwani,3,category_inquiry
do you sell ladies clothes,3,category_inquiry
i need festive wear for men,3,category_inquiry
office wear for gents,3,category_inquiry
casual wear for women,3,category_inquiry
do you have party wear,3,category_inquiry
any rayon tshirt,3,category_inquiry
what do you specialize in,3,category_inquiry
do you have festive wear,3,category_inquiry
do you sell boys clothes,3,category_inquiry
any women dhoti,3,category_inquiry
all categories,3,category_inquiry
is there a ladies section,3,category_inquiry
any crepe lehenga,3,category_inquiry
clothing for men,3,category_inquiry
is lehenga available for boys,3,category_inquiry
do you have orange tshirt,3,category_inquiry
is trousers available,3,category_inquiry
is sherwani available for girls,3,category_inquiry
do you have brown indian wear,3,category_inquiry
do you have gents jeans,3,category_inquiry
clothing for gents,3,category_inquiry
do you carry kurta,3,category_inquiry
do you have traditional wear for boys,3,category_inquiry
both indian and western available,3,category_inquiry
any gents ethnic wear,3,category_inquiry
any crepe casual wear,3,category_inquiry
any office kurti,3,category_inquiry
casual wear for boys,3,category_inquiry
any chiffon jeans,3,category_inquiry
do you seel saree,3,category_inquiry
clothing for boys,3,category_inquiry
do you have women palazzo,3,category_inquiry
any cotton hoodie,3,category_inquiry
any linen top,3,category_inquiry
both ethnic and western,3,category_inquiry
do you seel lehenga,3,category_inquiry
formal wear for boys,3,category_inquiry
do you sell top,3,category_inquiry
festive wear for men,3,category_inquiry
office wear for kids,3,category_inquiry
party wear for gents,3,category_inquiry
any party hoodie,3,category_inquiry
is lehenga available,3,category_inquiry
clothing for girls,3,category_inquiry
i need festive wear for boys,3,category_inquiry
i need western wear for gents,3,category_inquiry
any kids jacket,3,category_inquiry
is there a girls section,3,category_inquiry
any daily salwar,3,category_inquiry
do you have yellow dhoti,3,category_inquiry
formal wear for girls,3,category_inquiry
do you have maroon ethnic wear,3,category_inquiry
do you carry traditional wear,3,category_inquiry
any women sherwani,3,category_inquiry
i need formal wear for men,3,category_inquiry
do you have gents dress,3,category_inquiry
formal wear for gents,3,category_inquiry
is western wear available,3,category_inquiry
any kids ethnic wear,3,category_inquiry
do you seel traditional wear,3,category_inquiry
do you have boys section,3,category_inquiry
do you sell casual wear,3,category_inquiry
formal wear for ladies,3,category_inquiry
is kurta available,3,category_inquiry
do you have grey ethnic wear,3,category_inquiry
do you have indian wear for girls,3,category_inquiry
any office jeans,3,category_inquiry
do you have teal indian wear,3,category_inquiry
casual wear for men,3,category_inquiry
do you carry lehenga,3,category_inquiry
any crepe tshirt,3,category_inquiry
any casual lehenga,3,category_inquiry
do you have kids churidar,3,category_inquiry
do you have orange salwar suit,3,category_inquiry
do you have dhoti,3,category_inquiry
do you have kids jeans,3,category_inquiry
festive wear for kids,3,category_inquiry
do you have gents sherwani,3,category_inquiry
do you sell kids clothes,3,category_inquiry
any daily kurta,3,category_inquiry
i need festive wear for kids,3,category_inquiry
do you have gents top,3,category_inquiry
any cotton lehenga,3,category_inquiry
casual wear for kids,3,category_inquiry
any wool western wear,3,category_inquiry
do you sell shirt,3,category_inquiry
do you carry saree,3,category_inquiry
do you have ladies section,3,category_inquiry
party wear for kids,3,category_inquiry
do you have gents dhoti,3,category_inquiry
any bridal saree,3,category_inquiry
do you have boys anarkali,3,category_inquiry
i need western wear for kids,3,category_inquiry
do you sell jacket,3,category_inquiry
festive wear for gents,3,category_inquiry
do you have western wear for men,3,category_inquiry
do you have ethnic wear for boys,3,category_inquiry
is jacket available,3,category_inquiry
do you have teal jeans,3,category_inquiry
do you sell dress,3,category_inquiry
i need western wear for men,3,category_inquiry
i need festive wear for ladies,3,category_inquiry
any wool trousers,3,category_inquiry
office wear for women,3,category_inquiry
do you sell men clothes,3,category_inquiry
do you seel indian wear,3,category_inquiry
what girls clothing do you have,3,category_inquiry
is saree available for men,3,category_inquiry
i need western wear for women,3,category_inquiry
any rayon hoodie,3,category_inquiry
do you have ethnic wear for ladies,3,category_inquiry
any festive dhoti,3,category_inquiry
is saree available,3,category_inquiry
do you have gents section,3,category_inquiry
any men indian wear,3,category_inquiry
do you have blue dhoti,3,category_inquiry
do you have women section,3,category_inquiry
do you have men section,3,category_inquiry
is saree available for gents,3,category_inquiry
both ethnic and casual available,3,category_inquiry
any polyester shirt,3,category_inquiry
i need ethnic wear for boys,3,category_inquiry
do you have women jeans,3,category_inquiry
do you seel kurta,3,category_inquiry
what men clothing do you have,3,category_inquiry
any ladies top,3,category_inquiry
do you have navy tshirt,3,category_inquiry
formal wear for men,3,category_inquiry
is sherwani available for boys,3,category_inquiry
any party dress,3,category_inquiry
do you have navy kurta,3,category_inquiry
do you sell hoodie,3,category_inquiry
any kids kurti,3,category_inquiry
is there a boys section,3,category_inquiry
casual wear for girls,3,category_inquiry
formal wear for women,3,category_inquiry
do you have indian wear,3,category_inquiry
festive wear for girls,3,category_inquiry
office wear for ladies,3,category_inquiry
office wear for girls,3,category_inquiry
party wear for ladies,3,category_inquiry
do you have women dress,3,category_inquiry
do you have women saree,3,category_inquiry
casual wear for ladies,3,category_inquiry
i need ethnic wear for men,3,category_inquiry
do you have green lehenga,3,category_inquiry
do you carry western wear,3,category_inquiry
is top available,3,category_inquiry
do you have navy jacket,3,category_inquiry
clothing for ladies,3,category_inquiry
is lehenga available for men,3,category_inquiry
do you have daily wear,3,category_inquiry
any rayon kurta,3,category_inquiry
any rayon jacket,3,category_inquiry
is shirt available,3,category_inquiry
do you have boys shirt,3,category_inquiry
is there a kids section,3,category_inquiry
is sherwani available for men,3,category_inquiry
is kurti available,3,category_inquiry
any crepe traditional wear,3,category_inquiry
do you have pink ethnic wear,3,category_inquiry
clothing for kids,3,category_inquiry
what categories,3,category_inquiry
i need festive wear for women,3,category_inquiry
any bridal churidar,3,category_inquiry
any men traditional wear,3,category_inquiry
any linen saree,3,category_inquiry
do you have grey jeans,3,category_inquiry
do you seel kurti,3,category_inquiry
do you have men tshirt,3,category_inquiry
i need formal wear for gents,3,category_inquiry
do you seel sherwani,3,category_inquiry
do you have yellow trousers,3,category_inquiry
do you have girls dhoti,3,category_inquiry
do you have lehenga,3,category_inquiry
do you have traditional wear for men,3,category_inquiry
is lehenga available for gents,3,category_inquiry
any wool hoodie,3,category_inquiry
any casual kurti,3,category_inquiry
any velvet casual wear,3,category_inquiry
do you carry sherwani,3,category_inquiry
do you have formal wear,3,category_inquiry
do you carry hoodie,3,category_inquiry
do you have beige top,3,category_inquiry
do you have kurta,3,category_inquiry
party wear for women,3,category_inquiry
any party anarkali,3,category_inquiry
is sherwani available for gents,3,category_inquiry
what boys clothing do you have,3,category_inquiry
do you have men churidar,3,category_inquiry
do you carry salwar suit,3,category_inquiry
what gents clothing do you have,3,category_inquiry
do you have traditional wear for ladies,3,category_inquiry
i need western wear for girls,3,category_inquiry
any casual palazzo,3,category_inquiry
do you have black jeans,3,category_inquiry
i need formal wear for boys,3,category_inquiry
any chiffon western wear,3,category_inquiry
any festive kurti,3,category_inquiry
do you sell tshirt,3,category_inquiry
any linen ethnic wear,3,category_inquiry
any casual dhoti,3,category_inquiry
any party jacket,3,category_inquiry
do you have western wear for girls,3,category_inquiry
party wear for boys,3,category_inquiry
is lehenga available for women,3,category_inquiry
is salwar suit available,3,category_inquiry
do you seel salwar suit,3,category_inquiry
any bridal sherwani,3,category_inquiry
do you have kids anarkali,3,category_inquiry
any kids salwar suit,3,category_inquiry
do you carry dhoti,3,category_inquiry
is indian wear available,3,category_inquiry
any bridal shirt,3,category_inquiry
any ladies traditional wear,3,category_inquiry
do you have ethnic wear for gents,3,category_inquiry
is there a gents section,3,category_inquiry
type of clothes,3,category_inquiry
any girls trousers,3,category_inquiry
any wool casual wear,3,category_inquiry
is dhoti available,3,category_inquiry
any boys top,3,category_inquiry
any party tshirt,3,category_inquiry
do you sell women clothes,3,category_inquiry
is lehenga available for ladies,3,category_inquiry
any party sherwani,3,category_inquiry
do you have kurti,3,category_inquiry
any bridal salwar,3,category_inquiry
do you have western wear for women,3,category_inquiry
party wear for girls,3,category_inquiry
do you have traditional wear for kids,3,category_inquiry
do you carry ethnic wear,3,category_inquiry
is there a men section,3,category_inquiry
do you have ethnic wear for kids,3,category_inquiry
any festive kurta,3,category_inquiry
do you sell western wear,3,category_inquiry
do you sell girls clothes,3,category_inquiry
do you have grey kurti,3,category_inquiry
do you seel dhoti,3,category_inquiry
any denim lehenga,3,category_inquiry
is saree available for kids,3,category_inquiry
do you have yellow saree,3,category_inquiry
do you have green kurti,3,category_inquiry
is saree available for girls,3,category_inquiry
do you carry indian wear,3,category_inquiry
do you have boys dhoti,3,category_inquiry
is kurti available for boys,3,category_inquiry
festive wear for ladies,3,category_inquiry
do you have green shirt,3,category_inquiry
any velvet salwar suit,3,category_inquiry
do you have saree,3,category_inquiry
any denim ethnic wear,3,category_inquiry
do you carry dress,3,category_inquiry
is lehenga available for girls,3,category_inquiry
i need formal wear for ladies,3,category_inquiry
do you have red hoodie,3,category_inquiry
do you have sherwani,3,category_inquiry
do you have kids jacket,3,category_inquiry
is sherwani available for ladies,3,category_inquiry
any rayon trousers,3,category_inquiry
do you have blue lehenga,3,category_inquiry
any ladies western wear,3,category_inquiry
any georgette kurti,3,category_inquiry
do you carry jacket,3,category_inquiry
do you have indian wear for ladies,3,category_inquiry
any casual anarkali,3,category_inquiry
any wool top,3,category_inquiry
do you have white kurta,3,category_inquiry
any girls salwar suit,3,category_inquiry
any party kurti,3,category_inquiry
any boys tshirt,3,category_inquiry
any men hoodie,3,category_inquiry
any silk kurta,3,category_inquiry
do you have red tshirt,3,category_inquiry
do you have indian wear for boys,3,category_inquiry
do you have boys palazzo,3,category_inquiry
any cotton salwar suit,3,category_inquiry
do you have kids salwar,3,category_inquiry
do you have girls trousers,3,category_inquiry
any office palazzo,3,category_inquiry
any office salwar,3,category_inquiry
any women western wear,3,category_inquiry
do you have men dress,3,category_inquiry
do you seel ethnic wear,3,category_inquiry
do you have ladies anarkali,3,category_inquiry
do you have boys sherwani,3,category_inquiry
do you have traditional wear for women,3,category_inquiry
do you have purple trousers,3,category_inquiry
any gents salwar suit,3,category_inquiry
is dress available,3,category_inquiry
do you carry tshirt,3,category_inquiry
do you have beige dhoti,3,category_inquiry
any girls kurta,3,category_inquiry
do you have men hoodie,3,category_inquiry
do you have gents palazzo,3,category_inquiry
any ladies dhoti,3,category_inquiry
any crepe sherwani,3,category_inquiry
is sherwani available,3,category_inquiry
any gents jeans,3,category_inquiry
any casual top,3,category_inquiry
do you carry trousers,3,category_inquiry
do you have teal kurta,3,category_inquiry
is jeans available,3,category_inquiry
is saree available for women,3,category_inquiry
any daily kurti,3,category_inquiry
any bridal lehenga,3,category_inquiry
i need festive wear for girls,3,category_inquiry
any party dhoti,3,category_inquiry
do you have boys hoodie,3,category_inquiry
do you carry top,3,category_inquiry
