input,intent,response,title
btw kab aayega stock today,availability_check,restocking this week. want me to notify you?,Stock Availability
pls hi i need help yaar,greeting,hey! we're here. ask away!,Greeting
hi can i cancel??,order_status,please share your order id and i'll check right away!,Order Support
quick q is it linen???,material_inquiry,it's linen perfect for summer!,Material Inquiry
how much kurti,price_inquiry,jeans are rs. 999 to rs. 2499. great quality for the price!,Price Inquiry
actually s size available please,size_inquiry,"yes, that size is available! which item?",Size Inquiry
actually can i pick up in store thanks,delivery_query,express delivery available in 12 days for select cities,Delivery Information
just asking what's the mrppls,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
bro got l and xl both? ji,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
pls same day delivery?plz,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
bye bye,goodbye,anytime! have a great day,Goodbye
please light shade available right now,availability_check,let me check which color and size?,Stock Availability
hey delivry time? fast,delivery_query,yes we deliver there! 35 days estimated,Delivery Information
hey,greeting,hello! tell me what you need,Greeting
wanted to know fast shipping possible right now,delivery_query,express delivery available in 12 days for select cities,Delivery Information
hey thanks bro right now,goodbye,bye! come back anytime,Goodbye
what fabric is used,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
bro order number deke check karo bro,order_status,share your order number and we'll track it for you,Order Support
order missing,order_status,we take this seriously share the order id and we'll fix it!,Order Support
hi under 500 anything? bro,price_inquiry,free delivery on orders above rs. 999,Price Related Query
wanted to know package stolen need to know,order_status,please share your order id and i'll check right away!,Order Support
how will i get it,delivery_query,we ship all over india! what's your city?,Delivery Information
hi what's availablepls,product_inquiry,"we have casual, ethnic, formal activewear. anything specific?",Product Inquiry
can u tell me new collection? today,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
is shirt in stock,availability_check,let me check! which product and color?,Availability Check
negotiate ho sakta hai,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
i heard that free delivery,delivery_query,express delivery available in 12 days for select cities,Delivery Information
shipping free hai?,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
got any shirts thank you,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
actually signature required on delivery...,delivery_query,express delivery available in 12 days for select cities,Delivery Information
btw do u have size 10 for kids??,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
hey small town shipping need to know,delivery_query,usually 35 days depending on your location,Delivery Information
fast selling item,availability_check,restocking this week. want me to notify you?,Stock Availability
i wanted to ask order not showing yaar,order_status,cancellation possible before dispatch. share order id!,Order Support
just asking urgent delivery?!,delivery_query,delivery in 35 working days,Delivery Information
is s size in stock,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
please yo urgent,greeting,"hey, welcome! what are you shopping for?",Greeting
wondering if free delvery quickly,delivery_query,usually 35 days depending on your location,Delivery Information
so like xl me hai kya?,size_inquiry,which product? i'll check the size for you,Size Inquiry
thanks!,goodbye,bye! come back anytime,Goodbye
plain available,availability_check,yes available! want to place an order?,Stock Availability
also purchase shipped,order_status,we'll raise it with the courier. please share order id,Order Support
btw ok bye...,goodbye,anytime! have a great day,Goodbye
btw where is my package bro,order_status,please share your order id and i'll check right away!,Order Support
btw later quickly,goodbye,thanks! hope to see your order soon,Goodbye
so hypoallergenic material please,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
is it true that what's available for women??,product_inquiry,"got a fresh collection just in casual, ethnic formals",Product Inquiry
warm fabric,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
total amount,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
andaman shipping,delivery_query,delivery in 35 working days,Delivery Information
hey free delivery please,delivery_query,usually 35 days depending on your location,Delivery Information
express delivery?,delivery_query,delivery in 35 working days,Delivery Information
purple available,availability_check,"yes, available right now!",Stock Availability
so like fastest delivery??,delivery_query,delivery in 35 working days,Delivery Information
what's my order number right now,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
please any new stuff today,product_inquiry,lots of new stuff in! what kind of clothing do you need?,Product Inquiry
amount same for all sizes,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
can you tell me purchase cancel urgent,order_status,cancellation possible before dispatch. share order id!,Order Support
i wanted to ask s me available hai? quickly,size_inquiry,"we have s, m, l, xl xxl in most items",Size Inquiry
please grey available? urgent,availability_check,yes available! want to place an order?,Stock Availability
bro what do you sell bro,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
someone told me morning today,greeting,hi there! what are you looking for?,Greeting
how much for shipping today,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
hey got jackets thank you,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
final rate,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
order not received,order_status,"yes, orders are dispatched in 24 hrs. share id to track",Order Support
please sze guide please thank you,size_inquiry,we carry s to 3xl for most products,Size Inquiry
summer fabric,material_inquiry,"very soft and lightweight material, ideal for daily use",Material Inquiry
incomplete delivery,order_status,please share your order id and i'll check right away!,Order Support
just asking how do i track...,order_status,we take this seriously share the order id and we'll fix it!,Order Support
hey is this velvet quickly,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
bro thanks ji today,goodbye,bye! come back anytime,Goodbye
hey ok bye??,goodbye,thanks! have a great day,Goodbye
umm is it expensive urgent,price_inquiry,current sale up to 40 off on select items!,Price Related Query
what is cost,price_inquiry,jeans are rs. 999 to rs. 2499. great quality for the price!,Price Inquiry
actually purchase late ho gayaplz,order_status,please share a photo order id for damagedwrong item,Order Support
good day,greeting,hey! we're here. ask away!,Greeting
how much is shipping,price_inquiry,yes we have stuff under rs. 500 want me to show you?,Price Related Query
hey got any shirts?,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
do you deliver here,delivery_query,we ship all over india! what's your city?,Delivery Information
