input,intent,response,title
buy 26 saree how much discount,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
wholesale rate,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
bulk t-shirt for gents,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
price for 57 t-shirts,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
bulk trousers for kids,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
price if I buy 14 t-shirts,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
can I get trade price for sherwani,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
I want to buy 56 pieces,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
price for 8 top pieces,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
buy 13 jacket how much discount,bulk_price_inquiry,Wholesale rates available for resellers. Minimum order 5 pieces.,Bulk Price Inquiry
buy 42 dress how much discount,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
reseller price for t-shirt,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
price for 27 churidars,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
buy 17 t-shirt how much discount,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
bulk palazzo for men,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
order 11 dhotis price,bulk_price_inquiry,Wholesale rates available for resellers. Minimum order 5 pieces.,Bulk Price Inquiry
price for 17 churidar pieces,bulk_price_inquiry,Wholesale rates available for resellers. Minimum order 5 pieces.,Bulk Price Inquiry
price for 47 salwars,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
bulk linen trousers price,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
can I get trade price for hoodie,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
corporate bulk order kurti,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
price if I buy 30 lehengas,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
corporate bulk order lehenga,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
bulk churidar for boys,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
discount on 14 pieces of kurti,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
price for 65 salwars,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
I want to buy 90 pieces,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
price for 66 dresss,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
wholesale teal sherwani,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
multiple pieces discount shirt,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
discount on 7 pieces of trousers,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
multiple pieces discount kurti,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
price for 71 churidars,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
wholesale red kurta,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
wholesale beige anarkali,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
wholesale yellow top,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
wholesale red top,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
price for 84 churidars,bulk_price_inquiry,We can quote for bulk orders. What product and how many pieces?,Bulk Price Inquiry
discount on 20 pieces of kurta,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
price for 23 dress pieces,bulk_price_inquiry,Wholesale rates available for resellers. Minimum order 5 pieces.,Bulk Price Inquiry
price if I buy 33 churidars,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
quantity discount on kurti,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
bulk lehenga for gents,bulk_price_inquiry,Wholesale rates available for resellers. Minimum order 5 pieces.,Bulk Price Inquiry
buy 43 dhoti how much discount,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
reseller price for trousers,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
price if I buy 21 kurtis,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
price for 27 lehengas,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
buy 20 hoodie how much discount,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
bulk polyester jacket price,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
bulk chiffon saree price,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
minimum order quantity for lehenga,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
bulk linen kurta price,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
quantity discount on jacket,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
quantity discount on saree,bulk_price_inquiry,We can quote for bulk orders. What product and how many pieces?,Bulk Price Inquiry
price for 17 top pieces,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
price for 57 anarkalis,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
price for 57 lehengas,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
tiered pricing for dhoti,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
price for 30 dhotis,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
I want to buy 12 pieces,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
bulk crepe trousers price,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
wholesale maroon hoodie,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
bulk silk dress price,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
price for 13 lehenga pieces,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
order 12 sherwanis price,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
price for 7 jeans pieces,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
buy 45 t-shirt how much discount,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
bulk t-shirt for girls,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
quantity discount on t-shirt,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
discount on 10 pieces of salwar,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
can I get trade price for kurti,bulk_price_inquiry,We can quote for bulk orders. What product and how many pieces?,Bulk Price Inquiry
price for 27 lehenga pieces,bulk_price_inquiry,Contact us directly for bulk order pricing. We offer good discounts.,Bulk Price Inquiry
discount on 15 pieces of hoodie,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
bulk order hoodie,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
bulk chiffon trousers price,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
price for 62 shirts,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
bulk salwar for kids,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
I want to buy 100 pieces,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
order 40 shirts price,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
I want wholesale hoodies,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
price for 55 trouserss,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
order 23 kurtis price,bulk_price_inquiry,We can quote for bulk orders. What product and how many pieces?,Bulk Price Inquiry
price for 43 dhotis,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
price for 22 sherwanis,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
price for 9 churidar pieces,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
wholesale jacket price,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
price for 44 palazzos,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
bulk rate for trousers,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
price for 58 sherwanis,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
price if I buy 42 jackets,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
MOQ for churidar,bulk_price_inquiry,Bulk orders above 10 pieces get special pricing. Share your requirements.,Bulk Price Inquiry
price if I buy 34 jeanss,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
price if I buy 22 hoodies,bulk_price_inquiry,We can quote for bulk orders. What product and how many pieces?,Bulk Price Inquiry
price for 12 dhoti pieces,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
bulk sherwani for gents,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
bulk palazzo for girls,bulk_price_inquiry,"For orders above 5 pieces, we offer special pricing. Share quantity.",Bulk Price Inquiry
bulk saree for ladies,bulk_price_inquiry,Discounts apply on bulk purchase. Contact us with order details.,Bulk Price Inquiry
tiered pricing for kurti,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
discount on 12 pieces of hoodie,bulk_price_inquiry,Yes we have wholesale rates. Minimum 5 pieces required for bulk pricing.,Bulk Price Inquiry
price if I buy 15 tops,bulk_price_inquiry,We offer bulk discounts on orders above 5 pieces. Contact us for a quote.,Bulk Price Inquiry
multiple pieces discount jacket,bulk_price_inquiry,Bulk pricing available. Share product name and quantity for a custom quote.,Bulk Price Inquiry
discount on 18 pieces of shirt,bulk_price_inquiry,We can quote for bulk orders. What product and how many pieces?,Bulk Price Inquiry
price if I buy 9 sarees,bulk_price_inquiry,We can quote for bulk orders. What product and how many pieces?,Bulk Price Inquiry
price for 79 t-shirts,bulk_price_inquiry,We accommodate bulk and corporate orders. Reach out with your quantity.,Bulk Price Inquiry
